,title,tmdb_id,imdb_id,release_date,release_month,release_day_of_week,original_language,origin_country,production_budget_raw,production_budget_adj,runtime,primary_genre,genres_list,mpaa_rating,format_premium,spoiler_risk,wiki_hype,director_id,director_name,producer_id,producer_name,cast_ids,cast_names,is_sequel,sequel_parent_rating,sequel_parent_revenue_adj,franchise_hunger,distributor,opening_theaters,calendar_ratio,bom_intl_lifetime,bom_ww_lifetime,target_dom_7day,bom_dom_lifetime,rev_day_1,theaters_day_1,rank_day_1,rev_day_2,theaters_day_2,rank_day_2,rev_day_3,theaters_day_3,rank_day_3,rev_day_4,theaters_day_4,rank_day_4,rev_day_5,theaters_day_5,rank_day_5,rev_day_6,theaters_day_6,rank_day_6,rev_day_7,theaters_day_7,rank_day_7
4142,The Last Stand,76640,tt1549920,2013-01-12,1,5,en,US,30000000.0,41768240.34711006,107,Action,Action|Crime|Thriller,R,1.0,1.5,,69081.0,Kim Jee-woon,10952.0,Lorenzo di Bonaventura,1100|9656|59817,Arnold Schwarzenegger|Johnny Knoxville|Jaimie Alexander,0,,,,di Bonaventura Pictures,2913.0,0.543279581,36280458.0,48330757.0,8533945.0,12050299.0,2032835.0,2913.0,9.0,2552431.0,2913.0,10.0,1696167.0,2913.0,10.0,931894.0,2913.0,12.0,560089.0,2913.0,8.0,396781.0,2913.0,10.0,363748.0,2913.0,10.0
4143,Hansel & Gretel: Witch Hunters,60304,tt1428538,2013-01-17,1,3,en,US,50000000.0,69613733.90841228,88,Fantasy,Fantasy|Horror|Action,R,1.0,0.0,,76927.0,Tommy Wirkola,76927.0,Tommy Wirkola,17604|59620|10696,Jeremy Renner|Gemma Arterton|Famke Janssen,0,,,,Paramount Pictures,3372.0,0.503700149,170646274.0,226349749.0,25252794.0,55703475.0,6018171.0,3372.0,1.0,8276687.0,3372.0,1.0,5396098.0,3372.0,1.0,1434173.0,3372.0,1.0,1734256.0,3372.0,1.0,1173361.0,3372.0,1.0,1220048.0,3372.0,1.0
4144,Mama,132232,tt2023587,2013-01-17,1,3,en,CA,15000000.0,20884120.16839829,100,Horror,Horror,PG-13,1.0,0.0,,1113116.0,Andy Muschietti,1094761.0,Barbara Muschietti,83002|12795|223126,Jessica Chastain|Nikolaj Coster-Waldau|Megan Charpentier,0,,,,Toma 78,2647.0,0.467286915,74800000.0,146428180.0,35787440.0,71628180.0,10098305.0,2647.0,1.0,10839465.0,2647.0,1.0,7464540.0,2647.0,1.0,3745505.0,2647.0,1.0,1508790.0,2647.0,1.0,1032330.0,2647.0,1.0,1098505.0,2647.0,1.0
4145,Breathe In,158907,tt1999987,2013-01-18,1,4,en,US,,,98,Drama,Drama,R,1.0,0.0,,132964.0,Drake Doremus,22115.0,Andrea Sperling,529|72855|39388,Guy Pearce|Felicity Jones|Amy Ryan,0,,,,Indian Paintbrush,,,410546.0,500207.0,,89661.0,,,,,,,,,,,,,,,,,,,,,
4146,Broken City,98357,tt1235522,2013-01-18,1,4,en,US,56000000.0,77967381.97783428,109,Thriller,Thriller|Crime|Drama,R,1.0,0.0,,11448.0,Allen Hughes,1080589.0,Teddy Schwarzman,13240|934|1922,Mark Wahlberg|Russell Crowe|Catherine Zeta-Jones,0,,,,1984 Private Defense Contractors,2620.0,0.272201692,15036035.0,34737199.0,11269989.0,19701164.0,2948119.0,2620.0,4.0,3495660.0,2620.0,5.0,1825129.0,2620.0,9.0,1190551.0,2620.0,11.0,738009.0,2620.0,6.0,543859.0,2620.0,6.0,528662.0,2620.0,7.0
4147,Parker,119283,tt1904996,2013-01-23,1,2,en,US,35000000.0,48729613.72970051,118,Action,Action|Crime,R,1.0,0.0,,18596.0,Taylor Hackford,35180.0,Sidney Kimmel,976|16866|19654,Jason Statham|Jennifer Lopez|Michael Chiklis,0,,,,Incentive Filmed Entertainment,2224.0,1.488853401,29305925.0,46922566.0,9224882.0,17616641.0,2148238.0,2224.0,5.0,3016998.0,2224.0,5.0,1842986.0,2224.0,5.0,542401.0,2224.0,5.0,704883.0,2224.0,5.0,490588.0,2224.0,5.0,478788.0,2224.0,5.0
4148,Movie 43,87818,tt1333125,2013-01-24,1,3,en,US,6000000.0,8353648.068390665,94,Comedy,Comedy,R,1.0,0.0,,52112.0,Steve Carr,7396.0,Peter Farrelly,6065|17141|6968,Dennis Quaid|Greg Kinnear|Hugh Jackman,0,,,,Witness Protection Films,2023.0,0.615644921,23602658.0,32443111.0,6058274.0,8840453.0,1810561.0,2023.0,6.0,1953479.0,2023.0,9.0,1041838.0,2023.0,11.0,331833.0,2023.0,9.0,379781.0,2023.0,11.0,276093.0,2023.0,11.0,264689.0,2023.0,11.0
4149,Resolution,121606,tt1977895,2013-01-25,1,4,en,US,,,93,Horror,Horror|Thriller|Mystery,Unrated,1.0,0.0,,583479.0,Aaron Moorhead,1074560.0,Justin Benson,984377|1074561|42376,Peter Cilella|Vinny Curran|Zahn McClarnon,0,,,,Rustic Films,,,,,,,,,,,,,,,,,,,,,,,,,,,
4150,Odd Thomas,179826,tt1767354,2013-01-29,1,1,en,US,27000000.0,37591416.30724232,97,Mystery,Mystery|Thriller,Unrated,1.0,0.0,,7775.0,Stephen Sommers,1313483.0,Howard Kaplan,21028|56542|5293,Anton Yelchin|Addison Timlin|Willem Dafoe,0,,,,Future Films,,,,1149267.0,,1149267.0,,,,,,,,,,,,,,,,,,,,,
4151,Warm Bodies,82654,tt1588173,2013-01-31,1,3,en,US,35000000.0,48729613.72970051,98,Horror,Horror|Comedy|Romance,PG-13,1.0,0.0,,56661.0,Jonathan Levine,928449.0,Cori Shepherd Stern,3292|20374|124644,Nicholas Hoult|Teresa Palmer|Lio Tipton,0,,,,Summit Entertainment,3009.0,0.649304017,50600000.0,116980662.0,25125082.0,66380662.0,8140304.0,3009.0,1.0,9025393.0,3009.0,1.0,3188270.0,3009.0,1.0,1252897.0,3009.0,1.0,1439550.0,3009.0,1.0,1059135.0,3009.0,1.0,1019533.0,3009.0,1.0
4152,The Haunting in Connecticut 2: Ghosts of Georgia,150202,tt1457765,2013-02-01,2,4,en,US,8000000.0,11138197.422458192,101,Horror,Horror|Drama|Thriller,R,1.0,1.0,,51795.0,Tom Elkins,25138.0,Scott Niemeyer,62747|51798|123725,Chad Michael Murray|Katee Sackhoff|Abigail Spencer,1,5.9,83768573.38275576,3.9,Gold Circle Films,,,,5127434.0,,5127434.0,,,,,,,,,,,,,,,,,,,,,
4153,A Good Day to Die Hard,47964,tt1606378,2013-02-06,2,2,en,US,92000000.0,128089270.38405287,98,Action,Action|Thriller,R,1.0,1.0,,12028.0,John Moore,113665.0,Alex Young,62|224181|8197,Bruce Willis|Jai Courtney|Sebastian Koch,1,7.1,210522616.16176,5.6,Mid Atlantic Films,3553.0,0.665374083,237304984.0,304654182.0,40453888.0,67349198.0,8239116.0,3553.0,2.0,7204334.0,3553.0,1.0,10165916.0,3553.0,1.0,7464595.0,3553.0,1.0,3805812.0,3553.0,2.0,2105433.0,3553.0,1.0,1468682.0,3553.0,2.0
4154,Side Effects,109421,tt2053463,2013-02-07,2,3,en,US,30000000.0,41768240.34711006,106,Thriller,Thriller|Crime|Drama,R,1.0,0.0,,1884.0,Steven Soderbergh,10952.0,Lorenzo di Bonaventura,108916|9642|1922,Rooney Mara|Jude Law|Catherine Zeta-Jones,0,,,,di Bonaventura Pictures,2605.0,0.578098678,31241378.0,63414135.0,12820836.0,32172757.0,2800011.0,2605.0,3.0,4116023.0,2605.0,3.0,2387111.0,2605.0,3.0,737011.0,2605.0,3.0,903112.0,2605.0,2.0,632178.0,2605.0,2.0,1245390.0,2605.0,6.0
4155,Identity Thief,109431,tt2024432,2013-02-07,2,3,en,US,35000000.0,48729613.72970051,111,Comedy,Comedy|Crime,R,1.0,1.0,,71600.0,Seth Gordon,23532.0,Jason Bateman,23532|55536|15277,Jason Bateman|Melissa McCarthy|Jon Favreau,0,,,,Stuber Pictures,3141.0,0.616153317,39458090.0,173965010.0,47287785.0,134506920.0,11087755.0,3141.0,1.0,14809815.0,3141.0,1.0,8653455.0,3141.0,1.0,2497095.0,3141.0,1.0,2826900.0,3141.0,1.0,2041655.0,3141.0,1.0,5371110.0,3141.0,3.0
4156,Safe Haven,112949,tt1702439,2013-02-07,2,3,en,US,28000000.0,38983690.98376041,115,Romance,Romance|Thriller,PG-13,1.0,1.0,,5306.0,Lasse Hallström,25046.0,Marty Bowen,143240|19536|71189,Julianne Hough|Josh Duhamel|Cobie Smulders,0,,,,Relativity Media,3223.0,0.518796182,26245020.0,97594140.0,36205681.0,71349120.0,8828918.0,3223.0,1.0,7126659.0,3223.0,2.0,8381647.0,3223.0,3.0,5893288.0,3223.0,3.0,3067561.0,3223.0,4.0,1647343.0,3223.0,3.0,1260265.0,3223.0,3.0
4157,Charlie Countryman,41602,tt1196948,2013-02-09,2,5,en,RO,,,108,Action,Action|Comedy|Drama|Romance|Thriller,R,1.0,0.0,,1140271.0,Fredrik Bond,17173.0,Ron Yerxa,10959|38940|1019,Shia LaBeouf|Evan Rachel Wood|Mads Mikkelsen,0,,,,Voltage Pictures,,,432340.0,443990.0,,11650.0,,,,,,,,,,,,,,,,,,,,,
4158,Beautiful Creatures,109491,tt1559547,2013-02-13,2,2,en,US,60000000.0,83536480.68390664,124,Fantasy,Fantasy|Drama|Romance,PG-13,1.0,0.0,,2163.0,Richard LaGravenese,47285.0,Broderick Johnson,71375|587823|16940,Alden Ehrenreich|Alice Englert|Jeremy Irons,0,,,,Alcon Entertainment,2950.0,0.66421729,40600000.0,60052138.0,12535145.0,19452138.0,2542317.0,2950.0,5.0,2297514.0,2950.0,6.0,3037095.0,2950.0,6.0,2247986.0,2950.0,6.0,1362666.0,2950.0,6.0,604211.0,2950.0,7.0,443356.0,2950.0,8.0
4159,Barbie in the Pink Shoes,168903,tt2630134,2013-02-14,2,3,en,US,,,75,Animation,Animation|Family,Unrated,1.0,0.0,,45916.0,Owen Hurley,45916.0,Owen Hurley,74358|972599|91402,Kelly Sheridan|Katie Crown|Ali Liebert,0,,,,Mattel,,,,,,,,,,,,,,,,,,,,,,,,,,,
4160,Escape from Planet Earth,68179,tt0765446,2013-02-14,2,3,en,US,40000000.0,55690987.12260443,89,Animation,Animation|Comedy|Adventure|Family|Science Fiction,PG,1.0,0.0,,1098477.0,Cal Brunker,61379.0,Preston Stutzman,52997|18269|56731,Rob Corddry|Brendan Fraser|Jessica Alba,0,,,,The Weinstein Company,3288.0,0.290071584,17926212.0,74939189.0,24130662.0,57012977.0,3701254.0,3288.0,4.0,6680254.0,3288.0,4.0,5509547.0,3288.0,4.0,5210921.0,3288.0,1.0,1301098.0,3288.0,4.0,860024.0,3288.0,4.0,867564.0,3288.0,4.0
4161,Dark Skies,145135,tt2387433,2013-02-21,2,3,en,US,3500000.0,4872961.372970051,97,Science Fiction,Science Fiction|Thriller|Horror,PG-13,1.0,1.0,,116357.0,Scott Stewart,84348.0,Jason Blum,41292|52419|234479,Keri Russell|Josh Hamilton|Dakota Goyo,0,,,,Cinema Vehicle Services,2313.0,0.588489385,10439436.0,27858103.0,9896687.0,17418667.0,3094178.0,2313.0,4.0,3493614.0,2313.0,6.0,1601374.0,2313.0,6.0,450454.0,2313.0,6.0,510808.0,2313.0,6.0,385107.0,2313.0,7.0,361152.0,2313.0,7.0
4162,Snitch,134411,tt0882977,2013-02-21,2,3,en,US,35000000.0,48729613.72970051,112,Thriller,Thriller|Drama|Action,PG-13,1.0,0.0,,76422.0,Ric Roman Waugh,1105708.0,Alexander Yves Brunner,18918|12834|4038,Dwayne Johnson|Barry Pepper|Susan Sarandon,0,,,,Exclusive Media,2511.0,0.516893133,14894212.0,57824674.0,16710339.0,42930462.0,4162673.0,2511.0,1.0,5621840.0,2511.0,2.0,3383094.0,2511.0,1.0,887577.0,2511.0,2.0,1095309.0,2511.0,2.0,788524.0,2511.0,2.0,771322.0,2511.0,2.0
4163,Jack the Giant Slayer,81005,tt1351685,2013-02-27,2,2,en,US,195000000.0,271493562.23043174,114,Fantasy,Fantasy|Action|Adventure|Drama,PG-13,1.0,0.0,,9032.0,Bryan Singer,42994.0,David Dobkin,3292|73357|3061,Nicholas Hoult|Eleanor Tomlinson|Ewan McGregor,0,,,,New Line Cinema,3525.0,1.501050337,132500000.0,197687603.0,33791369.0,65187603.0,7693563.0,3525.0,1.0,12004736.0,3525.0,1.0,7503927.0,3525.0,1.0,1663116.0,3525.0,1.0,2091491.0,3525.0,1.0,1544127.0,3525.0,1.0,1290409.0,3525.0,1.0
4164,Siberian Education,171337,tt1697064,2013-02-27,2,2,en,US,,,110,Drama,Drama|Crime,R,1.0,0.0,,55916.0,Gabriele Salvatores,1318816.0,Gina Gardini,6949|1156305|1156306,John Malkovich|Arnas Fedaravičius|Vilius Tumalavicius,0,,,,Cattleya,,,,5762946.0,,5762946.0,,,,,,,,,,,,,,,,,,,,,
4165,Stoker,86825,tt1682180,2013-02-28,2,3,en,US,12000000.0,16707296.138844024,99,Drama,Drama|Horror|Thriller,R,1.0,1.0,,10099.0,Park Chan-wook,893.0,Tony Scott,76070|2227|1247,Mia Wasikowska|Nicole Kidman|Matthew Goode,0,,,,Fox Searchlight Pictures,7.0,0.510823902,10363220.0,12077441.0,214488.0,1714221.0,47700.0,7.0,28.0,66122.0,7.0,31.0,46725.0,7.0,29.0,14741.0,7.0,27.0,14844.0,7.0,30.0,12761.0,7.0,29.0,11595.0,7.0,31.0
4166,21 & Over,107811,tt1711425,2013-03-01,3,4,en,US,13000000.0,18099570.81536211,93,Comedy,Comedy,R,1.0,0.0,,52114.0,Jon Lucas,955114.0,Hugo Shong,996701|73128|65225,Miles Teller|Skylar Astin|Justin Chon,0,,,,Mandeville Films,2771.0,0.259574097,22383292.0,48065672.0,11783975.0,25682380.0,3349433.0,2771.0,2.0,3386633.0,2771.0,4.0,2018102.0,2771.0,5.0,743039.0,2771.0,2.0,904382.0,2771.0,2.0,699308.0,2771.0,2.0,683078.0,2771.0,2.0
4167,Oz the Great and Powerful,68728,tt1623205,2013-03-07,3,3,en,US,200000000.0,278454935.61302215,130,Fantasy,Fantasy|Adventure|Family,PG,1.0,0.0,,7623.0,Sam Raimi,18311.0,Joe Roth,17051|18973|3293,James Franco|Mila Kunis|Rachel Weisz,0,,,,Roth Films,3912.0,0.507058014,258400000.0,493311825.0,102803624.0,234911825.0,24096622.0,3912.0,1.0,33017570.0,3912.0,1.0,21996261.0,3912.0,1.0,6322016.0,3912.0,1.0,7108000.0,3912.0,1.0,5134381.0,3912.0,1.0,5128774.0,3912.0,1.0
4168,Night Train to Lisbon,160139,tt1654523,2013-03-07,3,3,en,DE,7700000.0,10720515.023628153,111,Mystery,Mystery|Romance|Thriller,R,1.0,0.0,,19684.0,Bille August,1220400.0,Kerstin Ramcke,16940|19119|54738,Jeremy Irons|Mélanie Laurent|Jack Huston,0,,,,Studio Hamburg Filmproduktion,,,,12020387.0,,12020387.0,,,,,,,,,,,,,,,,,,,,,
4169,Vehicle 19,180948,tt1911662,2013-03-07,3,3,en,US,,,85,Thriller,Thriller|Action,R,1.0,1.0,,1163471.0,Mukunda Michael Dewil,1066761.0,Ryan Haidarian,8167|1163474|231649,Paul Walker|Naima McLean|Gys de Villiers,0,,,,Forefront Media Group,,,,1473445.0,,1473445.0,,,,,,,,,,,,,,,,,,,,,
4170,Dead Man Down,102362,tt2101341,2013-03-08,3,4,en,US,30000000.0,41768240.34711006,118,Thriller,Thriller|Action|Crime|Drama,R,1.0,0.0,,19346.0,Niels Arden Oplev,11874.0,Neal H. Moritz,72466|87722|18288,Colin Farrell|Noomi Rapace|Terrence Howard,0,,,,WWE Studios,2188.0,0.266885085,7179244.0,18074539.0,7247340.0,10895295.0,1832509.0,2188.0,3.0,2188538.0,2188.0,5.0,1324203.0,2188.0,5.0,491875.0,2188.0,5.0,601958.0,2188.0,5.0,418801.0,2188.0,7.0,389456.0,2188.0,8.0
4171,Crush,183662,tt2093977,2013-03-13,3,2,en,US,,,94,Thriller,Thriller,PG-13,1.0,1.0,,83403.0,Malik Bader,60472.0,Trevor Macy,429|128629|33397,Lucas Till|Crystal Reed|Sarah Bolger,0,,,,Intrepid Pictures,,,,105473.0,,105473.0,,,,,,,,,,,,,,,,,,,,,
4172,The Incredible Burt Wonderstone,124459,tt0790628,2013-03-14,3,3,en,US,30000000.0,41768240.34711006,100,Comedy,Comedy,PG-13,1.0,0.0,,93419.0,Don Scardino,207213.0,Tyler Mitchell,4495|884|59315,Steve Carell|Steve Buscemi|Olivia Wilde,0,,,,New Line Cinema,3160.0,0.610606541,4900000.0,27437881.0,13090430.0,22537881.0,3708678.0,3160.0,3.0,4115982.0,3160.0,3.0,2352597.0,3160.0,3.0,747190.0,3160.0,3.0,891277.0,3160.0,3.0,671181.0,3160.0,3.0,603525.0,3160.0,3.0
4173,The Call,158011,tt1911644,2013-03-14,3,3,en,US,13000000.0,18099570.81536211,94,Crime,Crime|Thriller,R,1.0,0.0,,37948.0,Brad Anderson,62143.0,Michael A. Helfant,4587|17140|9779,Halle Berry|Abigail Breslin|Morris Chestnut,0,,,,TriStar Pictures,2507.0,0.615884516,16700253.0,68572631.0,22204121.0,51872378.0,6180553.0,2507.0,2.0,6844212.0,2507.0,2.0,4093980.0,2507.0,2.0,1253974.0,2507.0,2.0,1558947.0,2507.0,2.0,1170623.0,2507.0,2.0,1101832.0,2507.0,2.0
4174,The Croods,49519,tt0481499,2013-03-15,3,4,en,US,135000000.0,187957081.5362116,98,Animation,Animation|Adventure|Family|Comedy,PG,1.0,0.0,,71267.0,Kirk DeMicco,138616.0,Kristine Belson,2963|54693|10859,Nicolas Cage|Emma Stone|Ryan Reynolds,0,,,,DreamWorks Animation,4046.0,0.318671858,400067558.0,587266745.0,62182077.0,187168425.0,11645354.0,4046.0,1.0,18980862.0,4046.0,1.0,13013520.0,4046.0,1.0,4201106.0,4046.0,1.0,5025142.0,4046.0,1.0,4227300.0,4046.0,1.0,5088793.0,4046.0,2.0
4175,Return to Nim's Island,172386,tt2221648,2013-03-15,3,4,en,US,,,90,Family,Family|Adventure,PG,1.0,0.0,,125266.0,Brendan Maher,56238.0,Jason Netter,26457|137429|1769886,Matthew Lillard|Bindi Irwin|Andrea Moor,1,6.0,72333458.39727856,4.9,Walden Media,,,,1084695.0,,1084695.0,,,,,,,,,,,,,,,,,,,,,
4176,The Place Beyond the Pines,97367,tt1817273,2013-03-20,3,2,en,US,15000000.0,20884120.16839829,140,Drama,Drama|Crime,R,1.0,1.5,,139098.0,Derek Cianfrance,35180.0,Sidney Kimmel,30614|51329|8170,Ryan Gosling|Bradley Cooper|Eva Mendes,0,,,,Sidney Kimmel Entertainment,4.0,1.368684688,25759283.0,47162802.0,386030.0,21403519.0,95027.0,4.0,20.0,104909.0,4.0,19.0,79521.0,4.0,18.0,30865.0,4.0,20.0,26266.0,4.0,20.0,26443.0,4.0,20.0,22999.0,4.0,22.0
4177,Olympus Has Fallen,117263,tt2302755,2013-03-20,3,2,en,US,70000000.0,97459227.46971448,120,Action,Action|Thriller,R,1.0,2.0,,20907.0,Antoine Fuqua,17276.0,Gerard Butler,17276|6383|965819,Gerard Butler|Aaron Eckhart|Finley Jacobsen,0,,,,Millennium Media,3098.0,1.475522765,71344561.0,170270201.0,40742669.0,98925640.0,10062141.0,3098.0,2.0,12411049.0,3098.0,2.0,7900604.0,3098.0,2.0,2763340.0,3098.0,2.0,3066314.0,3098.0,2.0,2215685.0,3098.0,2.0,2323536.0,3098.0,4.0
4178,Admission,144340,tt1814621,2013-03-21,3,3,en,US,13000000.0,18099570.81536211,107,Comedy,Comedy|Drama|Romance,PG-13,1.0,0.0,,3289.0,Paul Weitz,57245.0,Kerry Kohansky-Roberts,56323|196181|1046140,Tina Fey|Ann Harada|Ben Levin,0,,,,Focus Features,2160.0,0.634077421,629884.0,18637201.0,8508878.0,18007317.0,2053839.0,2160.0,6.0,2710689.0,2160.0,5.0,1390456.0,2160.0,5.0,509622.0,2160.0,6.0,699502.0,2160.0,5.0,560498.0,2160.0,5.0,584272.0,2160.0,6.0
4179,The Host,72710,tt1517260,2013-03-22,3,4,en,US,44000000.0,61260085.83899026,126,Action,Action|Adventure|Science Fiction,PG-13,1.0,0.0,,8685.0,Andrew Niccol,566962.0,Steve Schwartz,36592|9824|232396,Saoirse Ronan|Diane Kruger|Max Irons,0,,,,Open Road Films,3202.0,0.270676456,36738658.0,63365859.0,14425713.0,26627201.0,5337111.0,3202.0,4.0,3487001.0,3202.0,6.0,1776000.0,3202.0,6.0,1201011.0,3202.0,6.0,1032869.0,3202.0,6.0,795309.0,3202.0,6.0,796412.0,3202.0,6.0
4180,Trance,68727,tt1924429,2013-03-27,3,2,en,US,20000000.0,27845493.56130221,101,Thriller,Thriller|Crime|Drama|Mystery,R,1.0,1.0,,2034.0,Danny Boyle,2034.0,Danny Boyle,5530|1925|5916,James McAvoy|Vincent Cassel|Rosario Dawson,0,,,,Pathé,4.0,1.607189142,21932826.0,24261569.0,174608.0,2328743.0,36897.0,4.0,30.0,60206.0,4.0,27.0,34042.0,4.0,30.0,11278.0,4.0,29.0,10236.0,4.0,31.0,10864.0,4.0,31.0,11085.0,4.0,32.0
4181,G.I. Joe: Retaliation,72559,tt1583421,2013-03-27,3,2,en,US,130000000.0,180995708.1536212,110,Action,Action|Science Fiction|Adventure|Thriller,PG-13,1.0,1.0,,54507.0,Jon M. Chu,10952.0,Lorenzo di Bonaventura,18918|62|378,Dwayne Johnson|Bruce Willis|Jonathan Pryce,1,5.7,227157883.2275704,3.6,Paramount Pictures,3719.0,0.828256151,253217645.0,375740705.0,62557015.0,122523060.0,10506875.0,3719.0,1.0,15321237.0,3719.0,1.0,15497787.0,3719.0,1.0,9682790.0,3719.0,1.0,4547019.0,3719.0,2.0,4012941.0,3719.0,1.0,2988366.0,3719.0,2.0
4182,Adore,111190,tt2103267,2013-04-03,4,2,en,AU,16000000.0,22276394.844916385,100,Drama,Drama,R,1.0,0.0,,48583.0,Anne Fontaine,50516.0,Philippe Carcassonne,3489|32|109438,Naomi Watts|Robin Wright|Xavier Samuel,0,,,,Gaumont,,,1256767.0,1575749.0,,318982.0,,,,,,,,,,,,,,,,,,,,,
4183,Before Midnight,132344,tt2209418,2013-04-05,4,4,en,US,3000000.0,4176824.034711006,109,Romance,Romance|Drama,R,1.0,0.0,,564.0,Richard Linklater,114309.0,Sara Woodhatch,569|1146|12042,Ethan Hawke|Julie Delpy|Seamus Davey-Fitzpatrick,1,8.1,9995863.079039868,8.8,Castle Rock Entertainment,5.0,,13439918.0,21554545.0,71400.0,8114627.0,71400.0,5.0,15.0,,,,,,,,,,,,,,,,,,
4184,Evil Dead,109428,tt1288558,2013-04-05,4,4,en,US,17000000.0,23668669.53174795,91,Horror,Horror,R,1.0,0.0,,932248.0,Fede Álvarez,11357.0,Bruce Campbell,530618|79795|17441,Jane Levy|Shiloh Fernandez|Lou Taylor Pucci,0,,,,TriStar Pictures,3025.0,0.182319954,43303096.0,97542952.0,32041782.0,54239856.0,11899350.0,3025.0,1.0,8783208.0,3025.0,3.0,5093289.0,3025.0,3.0,1703987.0,3025.0,1.0,1854306.0,3025.0,1.0,1358320.0,3025.0,1.0,1349322.0,3025.0,1.0
4185,Upstream Color,145197,tt2084989,2013-04-05,4,4,en,US,100000.0,139227.46785807842,96,Drama,Drama|Science Fiction,Unrated,1.0,2.0,,76624.0,Shane Carruth,991827.0,Ben LeClair,139150|76624|141226,Amy Seimetz|Shane Carruth|Andrew Sensenig,0,,,,erbp,,,143076.0,587174.0,,444098.0,,,,,,,,,,,,,,,,,,,,,
4186,Oblivion,75612,tt1483013,2013-04-10,4,2,en,US,120000000.0,167072961.38844025,124,Action,Action|Science Fiction|Adventure|Mystery,PG-13,1.0,0.0,,86270.0,Joseph Kosinski,266920.0,Peter Chernin,500|192|18182,Tom Cruise|Morgan Freeman|Olga Kurylenko,0,,,,Universal Pictures,3783.0,1.629444019,197061337.0,286168572.0,47287500.0,89107235.0,13297245.0,3783.0,1.0,14715885.0,3783.0,1.0,9041355.0,3783.0,1.0,2704845.0,3783.0,1.0,3158805.0,3783.0,1.0,2288715.0,3783.0,1.0,2080650.0,3783.0,1.0
4187,Scary Movie 5,4258,tt0795461,2013-04-11,4,3,en,US,20000000.0,27845493.56130221,88,Comedy,Comedy,PG-13,1.0,0.0,,72024.0,Malcolm D. Lee,12987.0,David Zucker,67600|35548|6952,Ashley French|Simon Rex|Charlie Sheen,1,5.1,145964906.43759137,7.0,Dimension Films,3402.0,0.5957544,46362957.0,78378744.0,16647592.0,32015787.0,5515954.0,3402.0,2.0,6024214.0,3402.0,3.0,2617199.0,3402.0,4.0,636427.0,3402.0,5.0,813298.0,3402.0,5.0,516429.0,3402.0,7.0,524071.0,3402.0,7.0
4188,The Colony,178809,tt1160996,2013-04-12,4,4,en,CA,16000000.0,22276394.844916385,95,Action,Action|Science Fiction|Thriller,Unrated,1.0,0.0,,229002.0,Jeff Renfroe,1138934.0,Marie-Claude Poulin,7431|2975|2053,Kevin Zegers|Laurence Fishburne|Bill Paxton,0,,,,RLJ Entertainment,,,,557865.0,,557865.0,,,,,,,,,,,,,,,,,,,,,
4189,Disconnect,127517,tt1433811,2013-04-12,4,4,en,US,10000000.0,13922746.785807844,116,Drama,Drama|Thriller,R,1.0,0.0,,82839.0,Henry Alex Rubin,15906.0,William Horberg,23532|15250|81685,Jason Bateman|Hope Davis|Frank Grillo,0,,,,Lionsgate,,,1991148.0,3428048.0,,1436900.0,,,,,,,,,,,,,,,,,,,,,
4190,42,109410,tt0453562,2013-04-12,4,4,en,US,40000000.0,55690987.12260443,128,Drama,Drama,PG-13,1.0,0.0,,4723.0,Brian Helgeland,54211.0,Thomas Tull,172069|3|87243,Chadwick Boseman|Harrison Ford|Nicole Beharie,0,,,,Legendary Pictures,3003.0,0.233153279,2450488.0,97510197.0,36032101.0,95059709.0,9061823.0,3003.0,1.0,11340057.0,3003.0,1.0,7085264.0,3003.0,1.0,2231810.0,3003.0,1.0,2521371.0,3003.0,1.0,1855391.0,3003.0,1.0,1936385.0,3003.0,1.0
4191,Pain & Gain,134374,tt1980209,2013-04-18,4,3,en,US,25000000.0,34806866.95420614,130,Comedy,Comedy|Crime|Action,R,1.0,0.0,,865.0,Michael Bay,9987.0,Ian Bryce,13240|18918|53650,Mark Wahlberg|Dwayne Johnson|Anthony Mackie,0,,,,Paramount Pictures,3277.0,0.615462319,37430258.0,87305549.0,26319075.0,49875291.0,7491446.0,3277.0,1.0,7342078.0,3277.0,2.0,5410981.0,3277.0,1.0,1703075.0,3277.0,1.0,1956630.0,3277.0,1.0,1312805.0,3277.0,1.0,1102060.0,3277.0,1.0
4192,Iron Man 3,68721,tt1300854,2013-04-18,4,3,en,US,200000000.0,278454935.61302215,130,Action,Action|Adventure|Science Fiction,PG-13,1.0,1.0,,1108.0,Shane Black,10850.0,Kevin Feige,3223|12052|1896,Robert Downey Jr.|Gwyneth Paltrow|Don Cheadle,1,6.9,464710557.40408206,3.0,Marvel Studios,4253.0,0.616888353,806563211.0,1215577205.0,212421084.0,409013994.0,68858555.0,4253.0,1.0,62273218.0,4253.0,1.0,43012812.0,4253.0,1.0,11267610.0,4253.0,1.0,11286896.0,4253.0,1.0,8112391.0,4253.0,1.0,7609602.0,4253.0,1.0
4193,Remember Sunday,188538,tt2770480,2013-04-21,4,6,en,US,,,96,TV Movie,TV Movie|Romance|Drama,Unrated,1.0,0.0,,69982.0,Jeff Bleckner,51757.0,Christopher Morgan,6279|69899|28044,Alexis Bledel|Zachary Levi|Merritt Wever,0,,,,Hallmark Hall of Fame Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,
